region,year,fitness_participation_rate,gym_penetration_rate,urban_population_percentage,obesity_rate,gdp_per_capita_usd,average_membership_cost_usd,insufficient_physical_activity_pct,membership_growth_pct,participation_change,inactivity_change,members_per_gym,revenue_per_member,decision_priority
Europe,2000,0.3577,0.0161,0.4161,0.1261,1160.4205,6.22,0.2031,0.0,0.0,0.0,569.919540229885,74.63969505677349,Balanced_Maintenance
Europe,2001,0.3608,0.0182,0.4235,0.1306,1326.4165,6.32,0.2035,12.19571224008229,0.0030999999999999917,0.0003999999999999837,598.1720430107526,75.83970879022111,Capacity_Expansion
Europe,2002,0.3641,0.0203,0.4315,0.1352,1479.8388,6.42,0.2039,11.154053568218592,0.0032999999999999696,0.00040000000000001146,618.35,77.04017142395084,Capacity_Expansion
Europe,2003,0.3677,0.0245,0.4403,0.14,1908.699,6.68,0.2045,20.4754588825099,0.0036000000000000476,0.0005999999999999894,671.1351351351351,80.15975354381443,Capacity_Expansion
Europe,2004,0.3715,0.0293,0.4498,0.145,2446.9095,7.02,0.2051,18.925848367697597,0.00379999999999997,0.0006000000000000172,720.2845528455284,84.23982166036458,Capacity_Expansion
Europe,2005,0.3756,0.0325,0.4599,0.1501,2741.7214,7.2,0.2059,10.642812799819401,0.0040999999999999925,0.0007999999999999952,742.6060606060606,86.39989186321718,Capacity_Expansion
Europe,2006,0.3798,0.0361,0.4707,0.1554,3057.7726,7.4,0.2068,10.278095160368883,0.004200000000000037,0.0009000000000000119,766.6595744680851,88.79986863893284,Balanced_Maintenance
Europe,2007,0.3843,0.0418,0.482,0.1609,3743.0553,7.82,0.2079,14.737416627350864,0.0044999999999999485,0.0010999999999999899,805.3896103896104,93.84024832701766,Capacity_Expansion
Europe,2008,0.3888,0.0477,0.4939,0.1666,4498.5049,8.29,0.2091,13.340320890107238,0.004500000000000004,0.0012000000000000066,841.7724550898204,99.47974760983382,Capacity_Expansion
Europe,2009,0.3935,0.049,0.5061,0.1724,4213.6501,8.11,0.2105,2.1347882995675027,0.0047000000000000375,0.0013999999999999846,829.9248554913295,97.31987713909609,Balanced_Maintenance
Europe,2010,0.3982,0.0515,0.5188,0.1783,4149.1447,8.07,0.212,4.456841973296566,0.004699999999999982,0.0015000000000000013,824.0439560439561,96.84025444071051,Balanced_Maintenance
Europe,2011,0.4035,0.0561,0.5329,0.1844,4465.7091,8.27,0.2137,8.61671200725449,0.005300000000000027,0.001700000000000007,839.6855670103092,99.24009969367522,Balanced_Maintenance
Europe,2012,0.405,0.0576,0.5386,0.1906,4280.9332,8.15,0.2155,1.2203880932356803,0.0015000000000000013,0.001799999999999996,832.7626262626262,97.79995997258729,Balanced_Maintenance
